"No.","Time","Source","Destination","Protocol","Length","Info"
"7275","538.025001","a23-63-73-155.deploy.static.akamaitechnologies.com","10.8.0.1","TCP","5566","443  >  37960 [PSH, ACK] Seq=168532 Ack=812 Win=65535 Len=5512 [TCP segment of a reassembled PDU]"
"7276","538.025017","10.8.0.1","a23-63-73-155.deploy.static.akamaitechnologies.com","TCP","54","37960  >  443 [ACK] Seq=812 Ack=174044 Win=65535 Len=0"
"7277","538.025076","edge-star-shv-02-ort2.facebook.com","10.8.0.1","TLSv1.3","98","Application Data"
"7278","538.025080","10.8.0.1","edge-star-shv-02-ort2.facebook.com","TCP","54","35680  >  443 [ACK] Seq=1794 Ack=2687 Win=65535 Len=0"
"7279","538.025103","a23-63-73-155.deploy.static.akamaitechnologies.com","10.8.0.1","TCP","2810","443  >  37960 [PSH, ACK] Seq=174044 Ack=812 Win=65535 Len=2756 [TCP segment of a reassembled PDU]"
"7280","538.025111","10.8.0.1","a23-63-73-155.deploy.static.akamaitechnologies.com","TCP","54","37960  >  443 [ACK] Seq=812 Ack=176800 Win=65535 Len=0"
"7281","538.027088","a23-63-73-155.deploy.static.akamaitechnologies.com","10.8.0.1","TLSv1.3","5566","Application Data [TCP segment of a reassembled PDU]"
"7282","538.027101","10.8.0.1","a23-63-73-155.deploy.static.akamaitechnologies.com","TCP","54","37960  >  443 [ACK] Seq=812 Ack=182312 Win=65535 Len=0"
"7283","538.027121","a23-63-73-155.deploy.static.akamaitechnologies.com","10.8.0.1","TLSv1.3","6944","Application Data [TCP segment of a reassembled PDU]"
"7284","538.027131","10.8.0.1","a23-63-73-155.deploy.static.akamaitechnologies.com","TCP","54","37960  >  443 [ACK] Seq=812 Ack=189202 Win=65535 Len=0"
"7285","538.029051","a23-63-73-155.deploy.static.akamaitechnologies.com","10.8.0.1","TLSv1.3","19346","Application Data [TCP segment of a reassembled PDU]"
"7286","538.029071","10.8.0.1","a23-63-73-155.deploy.static.akamaitechnologies.com","TCP","54","37960  >  443 [ACK] Seq=812 Ack=208494 Win=65535 Len=0"
"7287","538.031035","a23-63-73-155.deploy.static.akamaitechnologies.com","10.8.0.1","TCP","4188","443  >  37960 [PSH, ACK] Seq=208494 Ack=812 Win=65535 Len=4134 [TCP segment of a reassembled PDU]"
"7288","538.031045","10.8.0.1","a23-63-73-155.deploy.static.akamaitechnologies.com","TCP","54","37960  >  443 [ACK] Seq=812 Ack=212628 Win=65535 Len=0"
"7289","538.031081","a23-63-73-155.deploy.static.akamaitechnologies.com","10.8.0.1","TLSv1.3","13834","Application Data, Application Data"
"7290","538.031098","10.8.0.1","a23-63-73-155.deploy.static.akamaitechnologies.com","TCP","54","37960  >  443 [ACK] Seq=812 Ack=226408 Win=65535 Len=0"
"7291","538.031112","a23-63-73-155.deploy.static.akamaitechnologies.com","10.8.0.1","TCP","2810","443  >  37960 [PSH, ACK] Seq=226408 Ack=812 Win=65535 Len=2756 [TCP segment of a reassembled PDU]"
"7292","538.031119","10.8.0.1","a23-63-73-155.deploy.static.akamaitechnologies.com","TCP","54","37960  >  443 [ACK] Seq=812 Ack=229164 Win=65535 Len=0"
"7293","538.031140","a23-63-73-155.deploy.static.akamaitechnologies.com","10.8.0.1","TCP","5566","443  >  37960 [PSH, ACK] Seq=229164 Ack=812 Win=65535 Len=5512 [TCP segment of a reassembled PDU]"
"7294","538.031148","10.8.0.1","a23-63-73-155.deploy.static.akamaitechnologies.com","TCP","54","37960  >  443 [ACK] Seq=812 Ack=234676 Win=65535 Len=0"
