"No.","Time","Source","Destination","Protocol","Length","Info"
"4061","123.265053","gateway.fe.apple-dns.net","qrttxzy.local","TLSv1.3","110","Application Data, Application Data"
"4062","123.265070","gateway.fe.apple-dns.net","qrttxzy.local","TLSv1.3","75","Application Data"
"4063","123.265124","qrttxzy.local","gateway.fe.apple-dns.net","TCP","40","53019  >  https(443) [ACK] Seq=50052 Ack=13531 Win=262080 Len=0"
"4064","123.265142","qrttxzy.local","gateway.fe.apple-dns.net","TCP","40","53019  >  https(443) [ACK] Seq=50052 Ack=13636 Win=262144 Len=0"
"4065","123.265162","gateway.fe.apple-dns.net","qrttxzy.local","TLSv1.3","110","Application Data, Application Data"
"4066","123.265179","qrttxzy.local","gateway.fe.apple-dns.net","TCP","40","53019  >  https(443) [ACK] Seq=50052 Ack=13706 Win=262016 Len=0"
"4067","124.266763","N/A","N/A","N/A","42","Raw packet data"
"4068","124.266789","N/A","N/A","N/A","42","Raw packet data"
"4069","124.266807","N/A","N/A","N/A","42","Raw packet data"
"4070","124.266823","N/A","N/A","N/A","42","Raw packet data"
"4071","124.266840","N/A","N/A","N/A","42","Raw packet data"
"4072","124.266962","N/A","N/A","N/A","42","Raw packet data"
"4073","124.266980","N/A","N/A","N/A","42","Raw packet data"
"4074","124.267014","gateway.fe.apple-dns.net","qrttxzy.local","TCP","1426","https(443)  >  53019 [ACK] Seq=13706 Ack=50052 Win=64128 Len=1386 [TCP segment of a reassembled PDU]"
"4075","124.267034","gateway.fe.apple-dns.net","qrttxzy.local","TCP","1426","https(443)  >  53019 [PSH, ACK] Seq=15092 Ack=50052 Win=64128 Len=1386 [TCP segment of a reassembled PDU]"
"4076","124.267054","gateway.fe.apple-dns.net","qrttxzy.local","TCP","1426","https(443)  >  53019 [ACK] Seq=16478 Ack=50052 Win=64128 Len=1386 [TCP segment of a reassembled PDU]"
"4077","124.267072","qrttxzy.local","gateway.fe.apple-dns.net","TCP","40","53019  >  https(443) [ACK] Seq=50052 Ack=17864 Win=262144 Len=0"
"4078","124.267090","gateway.fe.apple-dns.net","qrttxzy.local","TLSv1.3","1302","Application Data, Application Data"
"4079","124.267108","gateway.fe.apple-dns.net","qrttxzy.local","TCP","1302","[TCP Retransmission] https(443)  >  53019 [PSH, ACK] Seq=17864 Ack=50052 Win=64128 Len=1262"
"4080","124.267126","qrttxzy.local","gateway.fe.apple-dns.net","TCP","52","53019  >  https(443) [ACK] Seq=50052 Ack=19126 Win=260864 Len=0 SLE=17864 SRE=19126"
"4081","124.267329","N/A","N/A","N/A","42","Raw packet data"
"4082","124.267352","N/A","N/A","N/A","42","Raw packet data"
"4083","124.267369","N/A","N/A","N/A","42","Raw packet data"
"4084","124.267653","N/A","N/A","N/A","498","Raw packet data"
"4085","124.267685","N/A","N/A","N/A","498","Raw packet data"
"4086","124.267710","N/A","N/A","N/A","498","Raw packet data"
"4087","124.267728","N/A","N/A","N/A","498","Raw packet data"
"4088","124.267745","N/A","N/A","N/A","498","Raw packet data"
